서비스_업종_코드_명,상권_코드,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_직장_인구_수,총_상주인구_수,연도,분기,분기_sin,분기_cos
한식음식점,3120060,300872.38,149764.4,157625.81,38243.816,43610.668,50661.4,57305.7,49949.55,59946.81,63188.164,62318.973,42509.625,44909.99,56299.484,33573.543,43749.523,41805.977,42374.055,43411.184,44159.875,45114.91,41726.305,4425.0,5.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3120061,325638.44,140972.64,176044.5,108050.266,33318.043,32717.611,55926.336,45181.996,48401.008,69082.74,56553.316,36637.01,44841.01,72493.664,42425.16,44979.04,44462.08,45838.324,45388.01,46219.996,50579.99,48343.918,1505.0,238.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130074,375480.06,175827.92,194325.8,27732.611,88546.99,58143.152,53266.344,45091.22,83057.625,111969.65,76401.19,37046.117,37182.914,56563.074,52346.2,49389.34,52050.785,51917.56,51593.945,51747.023,54886.22,56326.77,5.0,423.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130075,154260.27,74931.96,79606.19,15733.987,27873.02,26113.846,22486.113,25606.004,35207.008,37440.758,32030.678,18195.97,19669.037,28178.396,20339.953,21448.496,21302.742,21335.99,21951.938,21730.14,22929.0,23167.87,11.0,94.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130076,212279.64,104559.03,112194.61,24505.328,35464.336,32195.615,33219.51,36207.02,58528.367,47234.105,44103.81,26716.73,30584.148,42140.965,25308.42,29181.783,28694.904,28595.19,31380.09,32021.896,33541.668,30909.05,30.0,701.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130077,60076.41,25871.477,32923.824,4254.6934,20104.182,10907.999,8229.358,7171.599,8954.598,13466.997,11152.268,7562.147,8017.82,11913.164,7940.6973,7835.8447,8246.999,8347.319,8445.0,8631.303,9231.9375,8650.173,15.0,81.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130078,228040.12,114683.945,120424.766,19939.332,114493.2,40207.727,22313.238,19049.248,20591.004,60178.547,40793.81,22142.957,24414.55,48065.633,35865.418,29965.736,31457.363,33623.004,32074.004,32827.773,38943.12,34194.27,30.0,914.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130079,118856.9,57082.707,63549.555,10693.821,57331.28,19671.516,10499.254,8686.545,8914.322,25908.477,20011.064,11984.55,13057.926,25066.002,18268.691,15816.766,16265.982,16420.0,16283.117,17235.145,19000.086,18456.062,26.0,309.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130080,56025.836,24007.238,29424.47,10924.269,7022.956,9875.294,8632.471,6969.3813,10921.857,11996.206,10672.496,6694.1104,6972.0,10839.172,7410.33,7683.9756,7553.001,7830.2554,7603.7964,7579.0024,8432.997,8658.716,91.0,52.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130081,740966.3,330211.1,410754.1,75772.02,123801.02,125594.14,110830.06,113244.61,184842.6,192361.06,150321.02,83973.02,88401.02,127902.01,98007.68,105379.195,102432.02,104024.734,103058.02,103617.02,110899.92,111696.03,565.0,1851.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130082,70659.664,33166.992,37571.992,6696.774,8569.001,12360.9,10496.998,13138.001,19800.533,19083.994,13614.489,8498.937,8188.29,14144.462,9154.131,9730.997,9599.193,10107.72,9648.65,9674.997,10597.715,11379.001,22.0,215.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130083,252144.2,117175.55,131294.53,34268.027,32094.48,46542.383,38866.64,40270.098,59580.465,61797.453,50752.676,30298.596,30903.043,48006.33,32025.018,35485.547,34631.605,35461.297,34683.55,34926.39,36725.74,38070.465,736.0,822.0,2025,2,1.2246467991473532e-16,-1.0
한식음식점,3130084,275936.9,124905.82,150240.95,28612.232,35745.98,38572.93,38760.54,51942.305,82000.984,82663.61,49117.75,28385.98,28316.24,42241.93,37988.99,39202.92,39103.918,39348.98,39030.97,38546.77,39430.074,40116.99,315.0,204.0,2025,2,1.2246467991473532e-16,-1.0
